"name","introduction","altname","pathogenic_site","department","population","symptom","inspect","complication","treatment","medication"
"白大衣高血压","白大衣高血压(white coat hypertension，WCH)是一种特殊类型的高血压，目前对此研究较多，但由于研究的结果不一致，因而存在着一定争论，主要有几方面的问题：WCH的诊断标准;WCH的产生机制;WCH是否对靶器官有损害;WCH是否需要治疗以及WCH的预后如何。","白大衣性高血压","心理","心血管内科","所有人群","血压高,诊断室中所测血压始终增高,门诊高血压","心血管造影","心绞痛","药物治疗、心理疗法","复方三嗪芦丁片,芦丁片,芪苈强心胶囊,详细"
"小儿低心排出量综合征","低心排出量综合征(low cardiac output syndrome)是心脏外科最严重的生理异常，是导致术后病人死亡主要原因之一。正常人的心排出量按每平方米面积计算，也就是心指数为3～4L/(min·m2)。如心指数降低至3L/(min·m2)以下，而有周围血管收缩，组织灌注不足的现象，称为低心排出量综合征。","小儿心柱低排血量综合征","血液血管","心血管内科,内科,儿科","儿童","少尿,心率增快,四肢发冷,血压下降,发绀","二维超声心动图,动态心电图,多普勒超声心动图,心电图,经食管超声心动图","手足发绀症","药物治疗","酒石酸美托洛尔注射液,烟酰胺注射液,详细"
"β受体亢进症","β受体亢进症是机体内源性儿茶酚胺分泌正常而β-受体对其刺激过度敏感致使心率增快、心缩力增强和心输出量增多等心功能亢进状态，且对β受体阻滞药治疗效果良好。","高动力心脏综合征,高动力性乙型受体循环状态,交感神经β-受体","心脏","心血管内科","过服β受体激动药患者","过劳死,端坐呼吸,手足发抖,失眠,低烧","基础代谢,多普勒超声心动图,心电图,经食管超声心动图,葡萄糖耐量试验","心力衰竭","药物治疗","盐酸普萘洛尔缓释片,盐酸普萘洛尔片,左甲状腺素钠片,详细"
"高脂血症","高脂血症是指血脂水平过高，是脂肪代谢或运转异常，使血浆脂质高于正常值的一种全身性疾病。是指血中胆固醇或甘油三酯过高，或高密度脂蛋白胆固醇过低，现代医学称之为血脂异常。高血脂还分为原发性和继发性两种，前者与环境、家庭遗传有关。后者由糖尿病、甲状腺功能低下、肥胖症、胰腺症等引起。特别高发于中老年人，据统计高血脂的人群已经达到2亿人，而且因高血脂早期没有明显的症状，很容易被病人忽视，都是不知不觉中发生的，最后只能在健康体检中发现，所以又被称为：沉默的杀手。","高脂血，血脂过多 ","血液血管","内科,内分泌科,心血管内科","肥胖者","血管硬化,黄色结节,血压高,不稳定性心绞痛,糖尿","甘油三酯,红细胞流变特性,血流变学检查,血液黏度,血清载脂蛋白CⅢ","心肌梗塞,颈动脉狭窄,脑梗塞,冠心病,肝硬化","饮食治疗、药物治疗","松龄血脉康胶囊,奥利司他片,金水宝胶囊,详细"
"老年人梅毒性心脏病","老年梅毒性心脏病(senile syphilitic heart disease)是指梅毒螺旋体进入主动脉外层，导致主动脉炎，产生主动脉瘤、冠状动脉瘤、冠状动脉口狭窄和主动脉关闭不全等病变，并引起相应的临床表现。","梅心病","心脏","心血管内科,性病科,老年科","老年人群","胸骨后疼痛,心脏杂音,左心衰竭,心率不齐,胸痛","梅毒螺旋体抗原血清试验,梅毒螺旋体明胶凝集试验,梅毒螺旋体血凝试验,梅毒螺旋体血球凝集试验,非梅毒螺旋体抗原血清试验","None","药物治疗","琥乙红霉素片,盐酸米诺环素胶囊,详细"
"酒精性心肌病","长期大量饮酒，可导致心肌病变，呈现酷似扩张型心肌病的表现，称为酒精性心肌病(alcoholic cardiomyopathy，ACM)。1995年世界卫生组织及国际心脏病学会联合会(WHO/ISFC)工作组专家委员会关于心肌病定义和分类的报告中，将酒精性心肌病列为特异性心肌病中的过敏性和中毒反应所致的心肌病。戒酒后病情可自行缓解或痊愈。本病多发于成年男性。我国近年来的发病率有增加趋势。","酒精中毒性心肌病","心脏","心血管内科,心胸外科","所有人群","不典型胸痛,共济失调,酒精性心肌,呼吸困难,嗜酒","二维超声心动图,多普勒超声心动图,平衡法放射性核素心血管造影,心电图,胸部平片","心律失常,充血性心力衰竭,营养不良","药物治疗","心荣颗粒,单硝酸异山梨酯胶丸,果糖二磷酸钠口服溶液,详细"
"假性高血压","假性高血压(pseudohypertension)是指用普通袖带测压法所测血压值高于经动脉穿刺直接测的血压值。","None","血液血管","心血管内科","多见于老年、尿毒症、糖尿病...","血压高,血压高","血管造影","高血压","饮食、药物治疗","复方三嗪芦丁片,芦丁片,芪苈强心胶囊,详细"
"动脉栓塞","动脉栓塞是指血块或进入血管内的异物成为栓子，随着血流停顿在口径相似较小的周围动脉或内脏动脉的动脉内，造成血流障碍。","None","血液血管","心血管内科","多见于45岁以上男性","间歇性跛行,下腰部疼痛,臀部疼痛,髂窝部疼痛,小腿腓部肌肉疼痛和压痛","心电图,数字减影血管造影,眼底检查,血栓与止血检测,血脂","周围动脉栓塞,急性肠系膜上动脉栓塞或血栓形成,肾动脉栓塞,老年急性动脉栓塞,肠系膜上动脉栓塞","药物、手术治疗","硫酸氢氯吡格雷片,甜梦胶囊,硫酸氢氯吡格雷片,详细"
"心源性哮喘","Ridley综合征(心源性哮喘综合征)：本征系指由于各种原因引起的左心衰，临床以阵发性夜间呼吸困难为突出表现的一组综合病征。","里德利综合征,心病性气喘,心病性哮喘,心型哮喘,心源性哮喘综合征,阵发性夜间呼吸困难综合征","肺","呼吸内科,心血管内科,急诊科","心脏病患者","咳嗽,咳痰,呼吸困难,气喘,气急","白细胞数,胸部平片","None","药物治疗、支持疗法","珠贝定喘丸,复方茶碱甲麻黄碱片,氨溴特罗口服溶液,详细"
"缩窄性心包炎","缩窄性心包炎是各种原因引起心包脏、壁层炎症、纤维素性渗出物沉积，并逐渐机化增厚、挛缩甚至钙化，压迫心脏和大血管根部，致心脏舒张期充盈受限，从而导致右心房、腔静脉压增高及心排出量降低等一系列循环功能障碍。我国导致这方面炎症最多见的原因是结核和化脓性感染，其次为霉菌或病毒感染等。","心包炎","心脏","心胸外科,心血管内科","无特殊发病群体","端坐呼吸,颈静脉怒张,呼吸困难,腹胀,下肢浮肿","多普勒超声心动图,心电图,心血管造影,白蛋白(A,Alb),腹水检查","肝硬化,缩窄性心包炎,慢性缩窄性心包炎","药物治疗、手术治疗","复方盐酸阿米洛利片,螺内酯片,详细"
"亚急性感染性心内膜炎","亚急性感染性心内膜炎常发生于风湿性心脏瓣膜病，室间隔缺损，动脉导管未闭等心脏病的基础上，原无心脏病者也可发生。病原体主要为细菌，其次为真菌、立克次体、衣原体及病毒。主要表现为低中度发热、进行性贫血、乏力、盗汗、肝脾肿大、杵状指(趾)，可出现血管栓塞现象，青壮年患者较多。近年来发现本病在二尖瓣脱垂，心导管检查和心脏手术后以及老年性瓣膜退行性变基础上发病有增多趋势，且发病年龄有逐渐增高趋势。草绿色链球菌是该病的最主要致病菌，但近年来已明显减少，各种葡萄球菌、溶血性链球菌、肠球菌及革蓝氏阴性菌已成为主要致病菌。","心内膜炎","心脏","心血管内科,心胸外科","所有人群","指或趾甲下裂片状出血,弛张热,盗汗,感染性赘生物,低烧","M型超声心动图,二维超声心动图,尿常规,血沉方程K值,血液及骨髓细菌培养","感染性心内膜炎,心肌炎,心内膜炎","药物治疗支持性治疗","氟氯西林钠胶囊,氨苄西林胶囊,琥乙红霉素颗粒,详细"
"心包炎","心脏外面有脏层和壁层两层心包膜，如它们发生炎症改变即为心包炎，可使心脏受压而舒张受限制。心包炎可分为急性和慢性两类，慢性心包炎较严重的类型是缩窄性心包炎。","None","心脏","心血管内科","所有人群","心包填塞,盗汗,咳嗽,咽痛,胸痛","二维超声心动图,弗里德瑞希征,心包积液检查,心电图,心电图检查","放射性心包炎,肿瘤性心包炎,尿毒症性心包炎,心肌梗死后心包炎,真菌性心包炎","西医治疗、中医治疗","裸花紫珠片,脉平片,阿司匹林,详细"
"头皮及颅骨烧伤","本病是因头部接触高温，电击和化学物质等所造成的头皮及颅骨损伤。可因头部接触的时间、浓度、强度、部位及范围的不同，其损伤的轻重程度也不相同。临床上并不少见，但大宗报道不多。在应用保守治疗及抗生素问世之前，常因组织变性坏死及渗出，引起细菌感染，导致疾病恶化甚而危及生命。近代采用坏死组织切除，后行伤口减张缝合，转移皮瓣及植皮术，同时应用抗菌素治疗，疗效良好沿用至今。由于显微外科技术的进步，现已有人在行坏死组织彻底切除后，应用游离大网膜将其血管与头皮血管施行吻合术，取得了新的进展。","None","颅脑","烧伤科,外科","所有人","恶心与呕吐,头痛,组织液渗出,血压下降,组织坏死","体温,全身状态,头皮检查,细菌感染免疫检测","心律失常,颅骨缺损,癫痫,瘫痪","药物治疗、手术治疗","湿润烧伤膏,长春烫伤膏,林可霉素利多卡因凝胶,详细"
"房性心动过速","房性心动过速简称房速。根据发生机制与心电图表现的不同，可分为自律性房性心动过速、折返性房性心动过速与混乱性房性心动过速三种。","None","心脏","心胸外科,心血管内科","无特殊发病群体","异位性心动过速,逆向型房室折返性心动过速,心动过速","动态心电图,心电图,心电图检查,脉率","房性心动过速伴房室传导阻滞,自律性房性心动过速,多源性房性心动过速,慢性自律性房性心动过速,小儿多源性房性心动过速","药物治疗","心肝宝胶囊,盐酸阿普林定片,盐酸胺碘酮片,详细"
"老年人急性左心衰竭","急性左心衰竭是指因某种原因在短时间内使心肌收缩力明显降低和(或)心脏负荷明显增加，导致心排血量急剧下降，肺循环压力急剧上升而引起的临床综合征。临床表现为急性肺水肿，严重呼吸困难、发绀、咳粉红色泡沫样痰，病情危急，可迅速发生心源性休克、昏迷而导致死亡。","老年急性左心衰竭,老年人急性左心室衰竭","心脏","心血管内科,老年科","老年人群","呼吸困难,发绀,粉红色泡沫样痰,阵发性夜间呼吸困难,紫绀","动脉血气分析,心电图,胸透,胸部平片,胸部磁共振","None","西药治疗","福辛普利钠片（蒙诺）,复方卡托普利片,保欣宁硝酸甘油喷雾剂,详细"
"ADH分泌过多综合征","抗利尿激素（Antidiuretic Hormone,ADH）分泌过多综合征是由于多种原因引起的内源性抗利尿激素或类似ADH物质持续分泌，使水排泄发生障碍，从而引起低钠血症、水潴留及有关临床表现。","抗利尿激素分泌过多综合征","全身","内分泌科","所有人群","恶心,昏迷,食欲不振,恶心与呕吐","尿钠,血液生化六项,血清钠","昏迷",,"呋塞米片,托伐普坦片,炔雌醇,详细"
"妊娠合并甲状腺功能减退","甲状腺功能减退(hypothyroidism，简称甲减)是指多种原因引起的甲状腺激素(TH)合成、分泌不足或生理效应降低所致的一种内分泌疾病。妇女常出现无排卵月经、不孕，合并妊娠较少见。妊娠合并甲减最常见的是自身免疫性甲状腺病——慢性淋巴细胞性甲状腺炎。由于机体免疫功能紊乱所产生的抗体引起甲状腺组织内弥漫性淋巴细胞浸润，导致甲状腺肿大，甲状腺功能减低。","妊娠合并甲状腺功能减退症,妊娠合并甲状腺机能减退","甲状腺","内分泌科,内科","孕妇","皮肤干燥,疲乏,嗜睡,疲劳,神志淡漠","游离甲状腺素指数,血清FT3,血清FT4,血清促甲状腺激素,血清总三碘甲状腺原氨酸","流产,早产儿","病因治疗、对症治疗","甲状腺片,左甲状腺素钠片,左甲状腺素钠片,详细"
"希恩综合征","垂体或下丘脑的多种病损可累及垂体的内分泌功能，当垂体的全部或绝大部分被毁坏后，可产生一系列的内分泌腺功能减退的表现，主要累及的腺体为性腺、甲状腺及肾上腺皮质，临床上称为腺垂体功能减退症(aterior pituitary hypofunction)，亦称席汉综合征(Sheehan syndrome)。最常见的病因为产后垂体缺血性坏死及垂体腺瘤。","席汉综合征,席汉氏综合征","颅脑","内分泌科","生产时出现过大出血的妇女多...","产后极度虚弱,阴毛脱落,怕冷,产后垂体坏死,不明原因发热","CT检查,促肾上腺皮质激素兴奋试验,泌乳素兴奋试验,生长激素激发试验,血清促甲状腺激素","视网膜病变,尿崩症","药物替代疗法","泼尼松,详细"
"假性甲状旁腺功能减退症","假性甲状旁腺功能减退症(pseudo-hypoparathyroidism)是一种具有甲状旁腺功能减退症的症状和体征的遗传性疾病。1942年由Albright首次报道，故又称Albright遗传性骨营养不良;本症主要是靶器官(骨和肾)对甲状旁腺激素失敏，甲状旁腺增生，血中甲状旁腺素增加，而临床表现为甲状旁腺功能减退;典型病例还有独特的骨骼和发育缺陷。","None","颈部","内分泌科","遗传性疾病","抽搐,维生素D缺乏,平滑肌痉挛,心动过速,神经肌肉症状","四肢的骨和关节平片,血液生化六项,血清甲状旁腺激素,血清碱性磷酸酶,血清钙","贫血,甲减",,"天麻醒脑胶囊,尼麦角林片,阿法骨化醇软胶囊,详细"
